index,titulo,autor,disp,genero,n_pags,editora 
 1282,"Oceano Perdido","Johanna Basford",DISPONIVEL,"Artes / Bem estar e lazer ",80,Sextante 
 1283,"10% Mais Feliz ","Dan Harris",DISPONIVEL,"Autoajuda ",224,Sextante 
 1284,"Segredos Do Japão","Zoe De Las Cases",DISPONIVEL,"Autoajuda ",96,Sextante 
 1285,"Segredos de Nova York","Zoe De Las Cases",DISPONIVEL,"Autoajuda ",96,Sextante 
 1286,"O Feitiço Do Tempo","Daria Song",DISPONIVEL,"Artes / Bem estar e lazer ",84,Sextante 
 1287,Super-Humanos,"Steven Kotler",DISPONIVEL,"Não-ficção ",256,Sextante 
 1288,"Eu Posso Fazer Você Feliz","Paul McKenna",DISPONIVEL,"Autoajuda ",144,Editora 
 1289,"100 dicas simples para prevenir o Alzheimer","Jean Carper",DISPONIVEL,"Medicina e Saúde ",288,Editora 
 1290,"A Mão no Espelho","Janis Heaphy Durham",DISPONIVEL,"Religião e Espiritualidade ",256,Editora 
 1291,"Como organizar sua vida financeira","Gustavo Cerbasi",DISPONIVEL,"Após traçar seu perfil de consumo e investimento, você poderá passar para os tópicos mais específicos, dominando de uma vez por todas os assuntos que sempre considerou complexos, tais como: Como fazer a Declaração do Imposto de Renda Qual é a melhor maneira de administrar as dívidas Como utilizar o crédito a seu favor Quando vale a pena fazer seguros Quais são os melhores investimentosNegócios e Empreendedorismo ",160,Editora 
 1292,"Nunca Desista de Seus Sonhos","Augusto Cury",DISPONIVEL,"Autoajuda ",160,Editora 
 1293,Mulheres,"Carol Rossetti",DISPONIVEL,"Não-ficção / Artes ",160,Editora 
 1294,"Diário de um Zumbi do Minecraft","Herobrine Books",DISPONIVEL,"Infantil ",96,Editora 
 1295,"Salsichas Galácticas","Max Brallier",DISPONIVEL," (Na verdade, sou um cara incrível!)Humor, Comédia / Aventura / Infantojuvenil / Infantil ",304,Sextante 
 1296,"Como Adam Smith Pode Mudar Sua Vida","Russ Roberts",DISPONIVEL,"Autoajuda ",192,Sextante 
 1297,"Einstein Para Distraídos","Allan Percy",DISPONIVEL,"  Uma vez por dia, dê a si mesmo a liberdade de sonharAutoajuda / Didáticos / Técnico ",176,Sextante 
 1298,"Um Novo Jeito de Trabalhar","Laszlo Bock",DISPONIVEL,"Autoajuda / Literatura Estrangeira ",368,Sextante 
 1299,"As Piores Invenções da História","Eric Chaline",DISPONIVEL,"Informática e Tecnologia ",256,Sextante 
 1300,"Livro de Colorir - Turma da Mônica Jovem","Maurício de Souza",DISPONIVEL,"Artes ",96,Sextante 
 1301,Estresse,"Jan Bruce",DISPONIVEL," Você aprenderá habilidades concretas para:  Identificar as armadilhas comuns do seu pensamento  Livrar-se de emoções negativas que o colocam para baixo  Manter a calma quando estiver sob pressão  Dormir melhor e livrar-se do cansaço  Conquistar o controle de seus hábitos alimentares  Eliminar a falta de disposição para exercitar-se  Identificar seu propósito mais profundo e alinhar suas ações com seus objetivos  Recuperar a clareza, o foco e o controle sobre o seu tempo  Voltar a encher sua vida de satisfação e alegriaAutoajuda ",240,Sextante 
 1302,"Tina - Livro de colorir","Mauricio de Sousa",DISPONIVEL," Use todo o seu talento, abuse das cores e deixe o mundo de Tina ainda mais alegre e divertido!Artes ",64,Sextante 
 1303,"Turma da Mônica - Livro de colorir","Mauricio de Sousa",DISPONIVEL,"Artes ",96,Sextante 
 1304,"Reino Animal para colorir e destacar","Millie Marotta",DISPONIVEL,"Artes ",30,Sextante 
 1305,"A Arte de Fazer Acontecer","David Allen",DISPONIVEL," Negócios e Empreendedorismo / Administração / Autoajuda / Não-ficção / Marketing e Publicidade / Bem estar e lazer ",320,Sextante 
 1306,"Mulheres em Ebulição","Julie Holland",DISPONIVEL,"Autoajuda ",240,Sextante 
 1307,"O Caminho da Luz","Padre Alexandre Paciolli",DISPONIVEL,"Padre Alexandre PaciolliReligião e Espiritualidade ",144,Sextante 
 1308,"Diário de um Zumbi do Minecraft","Herobrine Books",DISPONIVEL," uma partida de QUEIMADO!Prepare-se para mais emoção e mais sustos neste segundo volume!Infantojuvenil / Aventura / Fantasia ",112,Sextante 
 1309,"Diário de Um Zumbi do Minecraft ","Herobrine Books",DISPONIVEL,"Embarque Nas Melhores Férias Zumbis De Todos Os Tempos!Infantojuvenil ",112,Sextante 
 1310,"Livro de colorir - Mauricio de Sousa 80 anos","Mauricio de Sousa",DISPONIVEL,"Autoajuda ",96,Sextante 
 1311,"2025: Caminhos da Cultura no Brasil ","Domenico De Masi",DISPONIVEL,"Não-ficção ",320,Sextante 
 1312,"Os 5 Desafios das Equipes ","Patrick Lencioni ",DISPONIVEL,"Negócios e Empreendedorismo ",208,Sextante 
 1313,"29 Minutos para Falar Bem em Público","Reinaldo Polito",DISPONIVEL,"Autoajuda ",144,Sextante 
 1314,"Salmos: Espelho da Alma","Nivea Mallia Cittadino",DISPONIVEL,"Religião e Espiritualidade ",160,Sextante 
 1315,"Dieta dos Casais","Patricia Davidson Haiat",DISPONIVEL,"Medicina e Saúde ",224,Sextante 
 1316,"Ligando Os 1000 Pontos: Obras de Arte","Thomas Pavitte ",DISPONIVEL,"Artes ",48,Sextante 
 1317,"Ligando Os 1000 Pontos: Cidades","Thomas Pavitte ",DISPONIVEL,"Artes ",48,Sextante 
 1318,"Geração de valor 2","Flávio Augusto da Silva",DISPONIVEL,"Administração / Negócios e Empreendedorismo ",208,Sextante 
 1319,"Diário De Um Zumbi Do Minecraft ","Herobrine Books",DISPONIVEL," banho?Sem Esquely, Slimey, Creepy ou Sally Cadáver ao seu lado, nosso herói precisará da ajuda de Alex, uma nova amiga que vai ensiná-lo a ser um humano popular e a sair ileso de uma competição escolar perigosíssima!UM NOVO CORPO E UM NOVO NARIZ, MAS OS MESMOS SUSTOS E A MESMA DIVERSÃO!Infantojuvenil ",128,Sextante 
 1320,"Unidos do Outro Mundo",Boni,DISPONIVEL,"Atenção, senhoras e senhores! Corram lá na primeira página que a Unidos do Outro Mundo já vai entrar na avenida!Ricardo AmaralHumor, Comédia ",288,Sextante 
 1321,"Jogo da Felicidade","Bruna Lombardi",DISPONIVEL,"Autoajuda ",192,Sextante 
 1322,"O Alquimista","Paulo Coelho",DISPONIVEL,"Literatura Brasileira / Romance / Autoajuda / Ficção / Filosofia / Religião e Espiritualidade ",176,Sextante 
 1323,"Não Leve a Vida Tão a Sério","Hugh Prather",DISPONIVEL,"Autoajuda ",128,Sextante 
 1324,"O amor como estilo de vida","Gary Chapman",DISPONIVEL," Religião e Espiritualidade ",256,Mundo 
 1325,"Nate Bota Pra Quebrar","Lincoln Peirce",DISPONIVEL," ",224,Sextante 
 1326,"As Vantagens de Ser Otimista","Allan Percy",DISPONIVEL," ",128,Sextante 
 1327,"Jesus está ao seu lado","Sarah Young",DISPONIVEL," ",224,Sextante 
 1328,"1501 maneiras de premiar seus colaboradores","Bob Nelson",DISPONIVEL," ",288,Sextante 
 1329,"Ser elegante é...","Candance Simpson- Giles",DISPONIVEL," ",128,Sextante 
 1330,"Como se defender de manipuladores","Yves-Alexandre Thalmann",DISPONIVEL," ",128,Sextante 
 1331,"A Idade Decisiva","Meg Jay",DISPONIVEL,"Autoajuda ",240,Sextante 
 1332,"As Valkírias","Paulo Coelho",DISPONIVEL,"As Valkírias toca em questões centrais do ser humano: por que destruímos aquilo que mais amamos? E como aprendemos a nos libertar do passado e acreditar no futuro?Autoajuda / Ficção / Religião e Espiritualidade / Romance ",192,Sextante 
 1333,"Mais veja como se faz","Derek Fagerstrom",DISPONIVEL," ",288,Sextante 
 1334,"A Magia","Rhonda Byrne",DISPONIVEL," Não importa quem você seja, onde esteja e quais as suas atuais circunstâncias, ""A Magia"" irá mudar toda a sua vida!Autoajuda ",272,Sextante 
 1335,"Davi e Golias ","Malcolm Gladwell",DISPONIVEL," ",288,Sextante 
 1336,"Antes de dizer adeus","Susan Spencer-Wendel",DISPONIVEL," ",336,Sextante 
 1337,"O poder das mulheres fortes","Marcus Buckingham",DISPONIVEL," ",272,Sextante 
 1338,Adultério,"Paulo Coelho",DISPONIVEL," ",240,Sextante 
 1339,"Você pode falar com Deus","Pedro Siqueira",DISPONIVEL,"Literatura Brasileira / Religião e Espiritualidade ",144,Sextante 
 1340,"Apresentações brilhantes","Susan M. Weinschenk",DISPONIVEL," ",288,Sextante 
 1341,"Dar e receber","Adam Grant",DISPONIVEL,"Administração ",288,Sextante 
 1342,"Pensar com os pés ","Allan Percy",DISPONIVEL," ",128,Sextante 
 1343,"Pare de fazer drama e aproveite a vida","Rafael Santandreu",DISPONIVEL," Um dos melhores critérios para avaliar a gravidade de um fato é se perguntar: Em que medida isso me impede de fazer coisas importantes na minha vida? ",192,Sextante 
 1344,"101 dicas práticas de liderança","John Baldoni",DISPONIVEL,"Conheça algumas das 101 dicas: Como se conhecer melhor Como vender uma ideia para seu chefe Como motivar os funcionários Estabeleça um vínculo autêntico e se torne um gerente acessível Não permita que conflitos destruam a equipe Cinco maneiras de lidar com quem você não se dá bem Três maneiras de melhorar seu desempenho Elimine conflitos e corrija eventuais injustiças Transforme papos furados em conversas inteligentes Ajude a equipe a evitar o esgotamento ",224,Sextante 
 1345,"O Monte Cinco","Paulo Coelho",DISPONIVEL,"Literatura Brasileira / Ficção ",192,Sextante 
 1346,"Por que os homens casam com as mulheres poderosas?","Sherry Argov",DISPONIVEL," ",208,Sextante 
 1347,"Como se Libertar das Relações Tóxicas ","Lucy Beresford",DISPONIVEL," ",240,Sextante 
 1348,"Vendedor Fora de Série","Tony Rutigliano",DISPONIVEL," ",192,Sextante 
 1349,"Sociedade com Deus","William Douglas",DISPONIVEL," ",192,Sextante 
 1350,"Casamento à prova de traição","Willard F. Harley Jr.",DISPONIVEL," ",256,Sextante 
 1351,"Nate está na área","Lincoln Peirce",DISPONIVEL,"até um estranho amuleto mudar tudo!De uma hora para outra, nada mais pode dar errado!Mas quanto tempo a sorte de Nate vai durar?Humor, Comédia / Infantil ",224,Sextante 
 1352,"De Volta ao Mosteiro ","James C. Hunter",DISPONIVEL," ",192,Sextante 
 1353,"Guga; Um Brasileiro ","Gustavo Kuerten ",DISPONIVEL,"  ",384,Sextante 
 1354,"Já tentei de tudo!","Isabelle Filliozat",DISPONIVEL,"Educação / Psicologia / Autoajuda / Literatura Brasileira ",176,Sextante 
 1355,"9 atitudes das pessoas bem-sucedidas","Heidi Grant Halvorson",DISPONIVEL," ",96,Sextante 
 1356,"Manual do Mundo ","Alfredo Luis Mateus e Iberê Thenório",DISPONIVEL," ",240,Sextante 
 1357,"Reflexão; equilíbrio e paz","Abilio Diniz",DISPONIVEL," ",96,Sextante 
 1358,"O Segredo do Talento","Daniel Coyle",DISPONIVEL,"Conheça algumas dicas:- É melhor praticar cinco minutos por dia do que uma hora por semana- Esteja disposto a fazer papel de bobo- Invente desafios inteligentes e viciantes- Dê preferência à simplicidade- Termine sua prática com algo positivo- Pare antes de ficar exausto- Guarde as grandes metas em segredo ",128,Sextante 
 1359,"1001 Ideias Que Mudaram Nossa Forma de Pensar","Robert Arp",DISPONIVEL,"Didáticos / Técnico ",960,Sextante 
 1360,"1001 Discos Para Ouvir Antes de Morrer ","Robert Dimery",DISPONIVEL,"Almanaques ",960,Sextante 
 1361,"O que eu sei de verdade","Oprah Winfrey",DISPONIVEL,"Autoajuda / Biografia, Autobiografia, Memórias / Literatura Estrangeira / Não-ficção ",169,Sextante 
 1362,"Shakespeare para apaixonados","Allan Percy",DISPONIVEL,"Reunindo 72 aforismos e citações do grande poeta e dramaturgo, Allan Percymergulha no universo amoroso para refletir sobre ciúme, paixão, romance,insegurança, sedução, desejo e amizade para iluminar nossa vida e responder aperguntas, como: Por que algumas pessoas não têm sorte no campo sentimental? Como curar um mal de amor? É possível viver um romance até o fim da vida? Qual é o segredo da sedução? Quais são os remédios mais eficazes para combater o ciúme? Toda história de amor deve começar por meio da minha iniciativa? ",144,Sextante 
 1363,"Mais Tempo; Mais Dinheiro","Gustavo Cerbasi",DISPONIVEL," ",208,Sextante 
 1364,"As famosas receitas de Ana Maria Brogui","Caio Novaes",DISPONIVEL," ",240,Sextante 
 1365,"A dieta das 8 horas","David Zinczenko e Peter Moore",DISPONIVEL," ",272,Sextante 
 1366,"A Terceira Medida do Sucesso","Arianna Huffington",DISPONIVEL," ",174,Sextante 
 1367,"Mapa do céu","Eben Alexander III",DISPONIVEL," ",144,Sextante 
 1368,"Geração de Valor","Flávio Augusto da Silva",DISPONIVEL,"Administração / Negócios e Empreendedorismo ",208,Sextante 
 1369,"50 máquinas que mudaram o rumo da história","Eric Chaline",DISPONIVEL," ",224,Sextante 
 1370,"As Piores Decisões da História","Stephen Weir",DISPONIVEL,"História / História Geral ",256,Sextante 
 1371,"Conversando com Jesus","Sarah Young",DISPONIVEL," ",224,Sextante 
 1372,"A arte de amar e ser amado","Robert Holden",DISPONIVEL," ",192,Sextante 
 1373,"Jardim Secreto","Johanna Basford",DISPONIVEL,"Artes / Bem estar e lazer ",96,Sextante 
 1374,"Um Novo Mundo","Eckhart Tolle",DISPONIVEL,"Autoajuda ",272,Sextante 
 1375,"Muitas Vidas; Muitos Mestres","Brian Weiss",DISPONIVEL,"Autoajuda / Psicologia / Religião e Espiritualidade ",160,Sextante 
 1376,"Manual do Guerreiro da Luz","Paulo Coelho",DISPONIVEL,"Literatura Brasileira / Autoajuda / Religião e Espiritualidade / Romance ",160,Sextante 
 1377,"A sabedoria dos jesuítas para (quase) tudo","James Martin",DISPONIVEL," James Martin ",336,Sextante 
 1378,"Por que os homens casam com as mulheres poderosas?","Sherry Argov",DISPONIVEL," ",208,Sextante 
 1379,"Um bom professor faz toda a diferença","Taylor Mali",DISPONIVEL,"Educação ",128,Sextante 
 1380,"Ainda somos uma família","Lisa René Reynolds",DISPONIVEL," Entre muitas outras coisas, aqui você aprenderá:  Como contar a seus filhos sobre a decisão de se separar  Como evitar comportamentos que os façam sofrer  Como lidar com o próprio estresse  Como gerenciar o tempo que você passa com seus filhos  Como fazer a guarda compartilhada funcionar da melhor forma possível ",256,Sextante 
 1381,"Fluminense Tetracampeão","Dhaniel Cohen ",DISPONIVEL," ",156,Sextante 
 1382,"Filhos bem-sucedidos","Andrea Ramal",DISPONIVEL," ",192,Sextante 
 1383,"Não é fácil ser jovem","Rando Kim",DISPONIVEL," ",176,Sextante 
 1384,"Uma Prova do Céu","Eben Alexander III",DISPONIVEL," ",192,Sextante 
 1385,"Descobrindo Sua Força Espiritual ","James Van Praagh",DISPONIVEL," ",128,Sextante 
 1386,"Sonho Grande","Cristiane Correa",DISPONIVEL,"Negócios e Empreendedorismo ",264,Sextante 
 1387,"A Linguagem Corporal no Trabalho","Allan e Barbara Pease",DISPONIVEL,"Autoajuda / Psicologia ",144,Sextante 
 1388,"Minha Mãe; Meu Mundo","Anderson Cavalcante",DISPONIVEL," ",96,Sextante 
 1389,"O estilo emocional do cérebro","Richard J. Davidson",DISPONIVEL," ",288,Sextante 
 1390,"A Arte de se Fazer Respeitar","Barbara Berckhan",DISPONIVEL,"Autoajuda ",159,Sextante 
 1391,"Da dor nasce o amor","Dr. Fábio Augusto",DISPONIVEL," ",160,Sextante 
 1392,"A Bíblia em 100 minutos","Michael Hinton",DISPONIVEL,"Religião e Espiritualidade ",112,Sextante 
 1393,"Mestres das Vendas","Ivan R. Misner",DISPONIVEL,"Administração ",272,Sextante 
 1394,"Tudo é possível","Allan Percy",DISPONIVEL," ",144,Sextante 
 1395,"Meu jeito de dizer que te amo","Anderson Cavalcante",DISPONIVEL,"Meu jeito de dizer que te amo:Um livro cheio do amor que todo mundo deseja e merece receber de você! ",84,Sextante 
 1396,"Um ano na Provence","Peter Mayle",DISPONIVEL," ",240,Sextante 
 1397,Brida,"Paulo Coelho",DISPONIVEL,"Literatura Brasileira / Autoajuda / Biografia, Autobiografia, Memórias / Religião e Espiritualidade / Romance ",224,sextante 
 1398,"Milagres Acontecem","Brian Weiss",DISPONIVEL," Brian Weiss)Religião e Espiritualidade ",384,Sextante 
 1399,"Só o Amor é Real","Brian Weiss",DISPONIVEL," ",176,Sextante 
 1400,"Vença seus medos","Jonathan Alpert",DISPONIVEL," ",240,Sextante 
 1401,"Meu pai; meu herói","Anderson Cavalcante",DISPONIVEL," ",84,Sextante 
 1402,"Porta dos Fundos","Gregório Duvivier",DISPONIVEL," ",240,Sextante 
 1403,"Hermann Hesse para desorientados","Allan Percy",DISPONIVEL,"Autoajuda ",128,Sextante 
 1404,"A boa vida","Álex Rovira",DISPONIVEL,"  ",128,Sextante 
 1405,"Antonia e suas Filhas","Marlena de Blasi",DISPONIVEL,"Literatura Estrangeira / Não-ficção / Romance ",206,Sextante 
 1406,"Como se tornar um ótimo chefe","Jill Geisler",DISPONIVEL," ",240,Sextante 
 1407,"Escolha Sua Vida","Paula Abreu",DISPONIVEL,"Autoajuda / Literatura Brasileira ",144,Sextante 
 1408,"O poder da personalidade de Jesus","Mark W. Baker",DISPONIVEL," ",176,Sextante 
 1409,"A coragem de ser imperfeito","Brené Brown",DISPONIVEL,"Autoajuda / Não-ficção / Negócios e Empreendedorismo / Psicologia ",208,Sextante 
 1410,"O mundo em infográficos","Jon Richards e Ed Simkins",DISPONIVEL," ",192,Sextante 
 1411,"Nate dá um show","Lincoln Peirce",DISPONIVEL," ",224,Sextante 
 1412,"Nunca perca a esperança","Rebbe Nachman de Breslov",DISPONIVEL,"Religião e Espiritualidade ",96,Sextante 
 1413,"1001 Carros Para Dirigir Antes de Morrer","Simon Heptinstall",DISPONIVEL," ",960,Sextante 
 1414,"À Mesa com Proust ","Anne Borrel",DISPONIVEL," ",192,Sextante 
 1415,Maestria,"Robert Greene",DISPONIVEL," ",368,Sextante 
 1416,"Como se relacionar melhor com as pessoas","Beverly D. Flaxington",DISPONIVEL," ",128,Sextante 
 1417,"Quem disse que é bom ser normal?","Dale Archer",DISPONIVEL," ",224,Sextante 
 1418,"Mude Sua Vida em 7 Dias","Paul McKenna",DISPONIVEL,"Autoajuda ",176,Sextante 
 1419,"60 estratégias práticas para ganhar mais tempo","Christian Barbosa",DISPONIVEL,"Além disso, você vai aprender a: Reduzir o número de atividades urgentes Empregar ferramentas simples para ganhar mais tempo Usar melhor o computador, o smartphone e a internet Gerenciar o tempo da equipe e aumentar a produtividade Aproveitar a vida em família Arrumar tempo para fazer uma atividade física, aprender outro idioma ou realizar projetos pessoaisNegócios e Empreendedorismo / Administração / Autoajuda ",192,Sextante 
 1420,"1001 Filmes para Ver Antes de Morrer","Steven Jay Schneider",DISPONIVEL,"Cinema ",960,Sextante 
 1421,"50 Plantas que Mudaram o Rumo da História ","Bill Laws",DISPONIVEL," ",224,Sextante 
 1422,"Mulheres às avessas","Lígia Guerra",DISPONIVEL,"  Lígia GuerraAutoajuda ",128,Sextante 
 1423,"O Demônio e a Srta. Prym","Paulo Coelho",DISPONIVEL,"  Paulo CoelhoFicção / Literatura Brasileira / Romance / Suspense e Mistério ",176,Sextante 
 1424,"Tudo sobre Moda","Marnie Fogg",DISPONIVEL,"Artes / Moda, Estilo e Beleza ",576,Sextante 
