index,titulo,autor,n_pags,editora,genero 
 5662,Artur,"Orlando Paes Filho",71,Planeta,"Não-ficção " 
 5663,"Crimes Imperceptíveis","Guillermo Martinez",213,Planeta," Conjuga os sombrios hospitais ingleses com os jogos de linguagem de Wittgenstein, o teorema de Gödel com os arroubos da paixão e as antigas seitas de matemáticos com a arte dos velhos magos " 
 5664,"Viúvas da Terra","Klester Cavalcanti ",184,Planeta,"  " 
 5665,"A vida breve","Juan Carlos Onetti",319,Planeta,"Ficção / Literatura Estrangeira / Romance " 
 5666,"A expedição solar","Flavio C. Faria",208,Planeta,"Literatura Brasileira " 
 5667,"Perdido no Amazonas","Germán Castro Caycedo",205,Planeta," " 
 5668,"Técnicas de Masturbação entre Batman e Robin","Efraim Medina Reyes",296,Planeta," " 
 5669,"A Festa","Christiane Grisbel",77,Planeta," " 
 5670,"Uma História das Orgias","Burgo Partridge",226,Planeta," " 
 5671,"Magia Sexual","Cordelia Callas",176,Planeta," " 
 5672,Tina,"Vanessa Cristina Soares Dias",110,Planeta,"E quanto ao resto? Como é a seleção para o programa? O que acontece com os participantes antes de entrarem na casa? É preciso tornar-se ""intimo"" de alguém para ganhar pontos no jogo? Como os episódios são dirigidos? Como é, psicologicamente, ficar trancafiado dentro de uma casa repleta de estranhos? Como é a vida após o programa? " 
 5673,"O Baile da Vitória","Antonio Skármeta",341,Planeta,"Drama " 
 5674,"O Adultério em 10 Lições","Eduardo Leal Cunha",108,Planeta," " 
 5675,"Aprendendo a dizer adeus:","Marcelo Rittner",278,Planeta," " 
 5676,"Se Você Não Tem Bunda Use Laços no Cabelo","Bruce Littlefield",280,Planeta," " 
 5677,"Na teia do sol","Menalton Braff",160,Planeta," " 
 5678,Anglo-saxões,"Orlando Paes Filho",71,Planeta,"Fantasia " 
 5679,"Saco de Ossos","Stephen King",375,Planeta,"Ficção " 
 5680,Insônia,"Stephen King",408,Planeta,"Ficção " 
 5681,Desespero,"Stephen King",280,Planeta,"Horror / Literatura Estrangeira / Suspense e Mistério / Terror " 
 5682,"A Coisa","Stephen King",752,Planeta,"Aventura / Fantasia / Ficção / Horror / Literatura Estrangeira / Suspense e Mistério / Terror " 
 5683,"Amar-te a ti mesmo nem sei se com carícias","Wilson Bueno",196,Planeta," " 
 5684,"Tripulação de Esqueletos","Stephen King",360,Planeta,"Terror / Aventura / Cinema / Contos / Fantasia / Ficção científica / Horror / Suspense e Mistério / Ficção / Literatura Estrangeira " 
 5685,"Livro Zero","Alexandre Plosk",215,Planeta," " 
 5686,"Micos e Outros Bichos ","Marcia Kupstas",174,Planeta," " 
 5687,"O Cemitério","Stephen King",244,Planeta," Uma terra maligna que atrai pessoas com promessas sedutoras e onde forças estranhas são capazes de tornar real o que sempre pareceu impossíveCrime / Fantasia / Ficção / Horror / Literatura Estrangeira / Romance / Suspense e Mistério / Terror " 
 5688,Manicômio,"Patrick McGrath",262,Planeta,"Ficção / Literatura Estrangeira " 
 5689,"A Trégua","Primo Levi",362,Planeta,"Biografia, Autobiografia, Memórias / Literatura Estrangeira " 
 5690,"Informaçoes Sobre A Vitima","Joaquim Nogueira",352,Planeta,"Literatura Brasileira " 
 5691,Paraíso,"Toni Morrison",368,Planeta,"Literatura Estrangeira " 
 5692,"O Buda do subúrbio","Hanif Kureishi",304,Planeta,"""LGBT / GLS / Literatura Estrangeira " 
 5693,"O Ano da Morte de Ricardo Reis","José Saramago",416,Planeta,"""Romance / Literatura Estrangeira " 
 5694,"Ripley debaixo d'Água","Patricia Highsmith",304,Planeta,"Ficção / Literatura Estrangeira " 
 5695,"Os Versos Satânicos","Salman Rushdie",526,Planeta,"Ficção / Literatura Estrangeira " 
 5696,"A Trilogia de Nova Iorque","Paul Auster",344,Planeta,"Contos / Literatura Estrangeira / Ficção / Suspense e Mistério " 
 5697,"O metrossexual","Michael Flocker",198,Planeta," " 
 5698,Vitória,"Lia Zatz",127,Planeta," " 
 5699,"Rose Madder ","Stephen King",204,Planeta,"Suspense e Mistério / Fantasia / Literatura Estrangeira " 
 5700,"Gustavo Cisneros","Pablo Bachelet ",314,Planeta,"  " 
 5701,"Todos os belos cavalos","Cormac McCarthy",271,Planeta,"Ficção / Literatura Estrangeira / Romance " 
 5702,"MERCADORES DE ARTE",WILDENSTEIN,238,Planeta," " 
 5703,"Os Olhos Do Dragão","Stephen King",284,Planeta,"Ficção / Literatura Estrangeira / Aventura / Fantasia / Infantil / Infantojuvenil / Suspense e Mistério " 
 5704,"O Talismã","Peter Straub",252,Planeta,"Aventura / Fantasia / Ficção científica / Horror / Literatura Estrangeira / Romance / Suspense e Mistério / Terror " 
 5705,"Saco de ossos - V.1","Stephen King",376,Planeta," " 
 5706,"O talismã","Peter Straub",505,Planeta,"Aventura / Ficção " 
 5707,"Serpente encantadora","Telmo Martino",332,Planeta,"  " 
 5708,"Os cadernos de Don Rigoberto","Mario Vargas Llosa",310,Planeta,"Erótico / Literatura Estrangeira / Romance " 
 5709,Desespero,"Stephen King",276,Planeta,"Literatura Estrangeira / Suspense e Mistério / Terror " 
 5710,"O Iluminado","Stephen King",264,Planeta,"Ficção / Literatura Estrangeira / Suspense e Mistério / Terror / Cinema / Romance / Drama / Horror " 
 5711,"Tainá 2","cláudia Levay",80,Planeta," " 
 5712,"A Profecia das Pedras","Flavia Bujor",341,Planeta,"Fantasia / Jovem adulto " 
 5713,"As Pontes de Madison","Robert James Waller",143,Planeta,"  " 
 5714,"A Mulher que Escreveu a Bíblia","Moacyr Scliar",222,Planeta,"Ficção / Literatura Brasileira / Romance " 
 5715,"uma rua como aquela","Lucília J. de Almeida Prado",175,Planeta,"Infantojuvenil " 
 5716,"Não Peça Sardinha Fora de Temporada","Andreu Martín",176,Planeta," " 
 5717,"Fazes-me falta","Inês Pedrosa",238,Planeta,"""Ficção / Literatura Estrangeira / Romance " 
 5718,"Corpo presente","João Paulo Cuenca",142,Planeta,"Ficção / Literatura Brasileira / Romance " 
 5719,"O Louco do Cati","Dyonelio Machado",269,Planeta," " 
 5720,"Memórias Inventadas","Manoel de Barros",160,Planeta,"Literatura Brasileira / Poemas, poesias " 
 5721,"Quando Teresa brigou com Deus","Alejandro Jodorowsky",375,Planeta," " 
 5722,"Lisbela e o Prisioneiro","Osman Lins",118,Planeta,"  " 
 5723,"O Corvo","James O'Barr",238,Planeta,"Drama / Ficção / Horror / HQ, comics, mangá / Literatura Estrangeira " 
 5724,"O Reencontro","Fred Uhlman",87,Planeta," " 
 5725,"Os Natos ","Beto Junqueyra",224,Planeta,"Ficção / Aventura / Literatura Brasileira / Infantojuvenil " 
 5726,"Se um Viajante numa Noite de Inverno","Italo Calvino",275,Planeta,"Literatura Estrangeira / Romance " 
 5727,"Amor; de novo","Doris Lessing",362,Planeta,"Ficção / Literatura Estrangeira / Romance " 
 5728,"Onde andará Dulce Veiga?","Caio Fernando Abreu",216,Planeta,"Literatura Brasileira " 
 5729,"A vez do Bola-de-Neve","John Reed",143,Planeta," " 
 5730,"O Retrato do Rei","Ana Miranda",357,Planeta,"Literatura Brasileira / Romance " 
 5731,"A Carta Esférica","Arturo Pérez-Reverte",529,Planeta," Seriam duzentas esmeraldas?Aventura / Literatura Estrangeira / Romance " 
 5732,Anima,"John Darnton",438,Planeta," " 
 5733,"Sobre Heróis e Tumbas","Ernesto Sabato",623,Planeta,"Ficção / Literatura Estrangeira / Romance " 
 5734,Voragem,"Junichiro Tanizaki",240,Planeta,"""Ficção / Literatura Estrangeira " 
 5735,"Todos os Nomes","José Saramago",279,Planeta,"Romance / Ficção / Literatura Estrangeira " 
 5736,"A caixa preta","Amós Oz",242,Planeta,"Ficção / Literatura Estrangeira / Romance " 
 5737,"Pastoral Americana","Philip Roth",478,Planeta,"Literatura Estrangeira " 
 5738,"A Arte da Paz","Philip Dunn",167,Planeta," " 
 5739,"manual do mané"," GUSTAVO POLI",128,Planeta," " 
 5740,"Confissões de um pai Doméstico","Juva Batella",111,Planeta," " 
 5741,"Novo Kama Sutra Ilustrado","Alicia Gallotti",223,Planeta," " 
 5742,"Sobre o perdão.","Richard Holloway",96,Planeta,"   " 
 5743,"A conturbada história das bibliotecas","Matthew Battles",240,Planeta," " 
 5744,"A Ilha do Tesouro","Robert Louis Stevenson",731,Planeta,"Ficção / Literatura Estrangeira / Aventura " 
 5745,"Pequeno Dicionário de Palavras ao Vento","Adriana Falcão ",166,Editora,"Ficção / Infantojuvenil " 
 5746,"A verdade sobre Reposição Hormonal","Dra. Maria Lúcia Nogueira da Silva",206,Editora," " 
 5747,"A Cor da Esperança","Susan Madison ",238,Planeta," " 
 5748,"A história das bonecas de porcelana","Andre Blumberg",77,Planeta," " 
 5749,"A Carteira de Meu Tio","Joaquim Manuel de Macedo",125,Planeta,"Literatura Brasileira " 
 5750,"A jangada","Júlio Verne",371,Planeta,"  Michel RiaudelAventura / Ficção / Literatura Estrangeira / Romance / Suspense e Mistério " 
 5751,"Crónica do rei pasmado","Gonzalo Torrente Ballester",189,Planeta,"""Literatura Estrangeira " 
 5752,"O Bastardo da Rainha (The Quenn's Bastard)","Robin Maxwel",450,Planeta,"Romance " 
 5753,"Introdução ao Pensamento de Bahá'u'lláh","Washington Araújo",94,Planeta,"  " 
 5754,Bhagavati,"Kara Dalkey ",278,Planeta," " 
 5755,"Pequeñas infamias","Carmen Posadas",338,Editora,"Romance " 
 5756,Goa,"Kara Dalkey -",250,Planeta," " 
 5757,"Atlas dos Lugares Sagrados","Colin Wilson",194,Planeta," São diversas fotos áreas dos locais e imagens em close de tesouros antigos " 
 5758,Tatuaje,"Manuel Vázquez Montalbán",286,Editora,"Romance policial " 
 5759,"A História de Olya","Olya Roohizadegan",263,Planeta," " 
 5760,"Meditando com os anjos","Sonia Cafe & Neide Inecco",160,PENSAMENTO,"Esoterismo " 
 5761,"Os mímicos","V. S. Naipaul",244,Editora,"""Literatura Estrangeira " 
 5762,"Cemitério Maldito","Stephen King",243,Planeta," " 
 5763,"A Praça do Diamante","Mercè Rodoreda ",239,Planeta,"Literatura Estrangeira / Ficção / Romance " 
 5764,"A Ladeira da Memória","José Geraldo Vieira",320,Edições,"Ficção / História / Literatura Brasileira / Romance / Suspense e Mistério " 
 5765,"Estranha Confissão","Anton Tchekhov",248,Planeta,"  " 
 5766,"Minha queda por heróis","Susan Elizabeth Phillips",320,Gutenberg,"Chick-lit / Ficção / Literatura Estrangeira / Romance " 
 5767,"Bodas de sangue","Pierre Lemaitre",272,Gutenberg,"Crime / Ficção / Literatura Estrangeira / Suspense e Mistério " 
 5768,"Café com Lufe","Lufe Gomes",192,Gutenberg," Respire, mude, permita-se ser feliz!Autoajuda / Bem estar e lazer " 
 5769,"Depois que tudo acabou","Jennifer Brown",208,Gutenberg,"Ficção / Jovem adulto / Romance " 
 5770,"Segredos Mortais","Robert Bryndza",288,Gutenberg,"Ficção / Literatura Estrangeira / Suspense e Mistério " 
 5771,"A noiva do bastardo","Sarah MacLean",352,Gutenberg,"Literatura Estrangeira / Romance " 
 5772,"Tempo de reacender estrelas","Virginie Grimaldi",288,Gutenberg,"Chick-lit / Ficção / Literatura Estrangeira / Romance " 
 5773,"Ser feliz","Dulce Salles Cunha Braga",384,Gutenberg,"Autoajuda / Bem estar e lazer / Literatura Brasileira " 
 5774,"Francisco; o papa da esperança","José Laércio de Lima",160,Gutenberg,"Biografia, Autobiografia, Memórias / Literatura Brasileira / Religião e Espiritualidade " 
 5775,"A lista do ódio","Jennifer Brown",336,Gutenberg,"Drama / Ficção / Jovem adulto / Literatura Estrangeira / Romance " 
 5776,"Jogos malignos","Angela Marsons",320,Gutenberg,"Crime / Ficção / Literatura Estrangeira / Suspense e Mistério " 
 5777,"Amor Amargo","Jennifer Brown",256,Gutenberg,"Ficção / Jovem adulto / Literatura Estrangeira / Romance " 
 5778,"Um casamento conveniente","Tessa Dare",256,Gutenberg," Mas será que o amor cabe nas entrelinhas de um contrato?Ficção / Literatura Estrangeira / Romance " 
 5779,Seduzida,"Maya Banks",256,Gutenberg," Mas Silas estará disposto a arriscar tudo, inclusive a vida da mulher que ama, para viver uma história impossível?Erótico / Ficção / Literatura Estrangeira / Romance " 
 5780,"A escolha","Lisa Kleypas",224,Gutenberg,"Ficção / Literatura Estrangeira / Romance " 
 5781,Silenciadas,"Kristina Ohlsson",320,Gutenberg,"Ficção / Literatura Estrangeira / Romance policial / Suspense e Mistério " 
 5782,Indesejadas,"Kristina Ohlsson",336,Gutenberg," Quanto tempo eles realmente terão até que o criminoso dê seu próximo passo?Ficção / Literatura Estrangeira / Romance policial / Suspense e Mistério " 
 5783,"K-Pop - Além da sobrevivência","Babi Dewet",160,Gutenberg,"Artes / Comunicação / Jovem adulto / Não-ficção " 
 5784,Desaparecidas,"Kristina Ohlsson",400,Gutenberg,"Ficção / Literatura Estrangeira / Suspense e Mistério " 
 5785,"Fazendo meu filme 1","Paula Pimenta",336,Gutenberg,"Infantojuvenil / Literatura Brasileira / Romance " 
 5786,"Fani em busca do final feliz","Paula Pimenta",608,Gutenberg,"Ficção / Infantojuvenil / Literatura Brasileira / Romance " 
 5787,"Um amor conveniente","Tessa Dare",240,Gutenberg," Mas conseguirá ela proteger seu próprio coração?Ficção / Literatura Estrangeira / Romance " 
 5788,"Fazendo meu filme 3","Paula Pimenta",424,Gutenberg," E o comovente filme de Fani continua a ser escritoFicção / Infantojuvenil / Literatura Brasileira / Romance " 
 5789,"Mil palavras","Jennifer Brown",208,Gutenberg,"Jovem adulto / Literatura Estrangeira / Romance " 
 5790,"Bem atrás de você","Lisa Gardner",352,Gutenberg,"Ficção / Literatura Estrangeira / Suspense e Mistério " 
 5791,"Sob águas escuras","Robert Bryndza",320,Gutenberg,"Crime / Ficção / Literatura Estrangeira / Suspense e Mistério " 
 5792,"O segredo do Conde","Lorraine Heath",288,Gutenberg," Mas deve se atrever a arriscar tudo e revelar seus segredos?Ficção / Literatura Estrangeira / Romance " 
 5793,"O livro do bem","Jessica Grecco",224,Gutenberg," Porque tudo o que é do bem merece ser compartilhado!Autoajuda / Literatura Brasileira / Não-ficção " 
 5794,"Onde a luz cai","Allison Pataki",368,Gutenberg,"Ficção / Literatura Estrangeira / Romance " 
 5795,"Gritos no silêncio","Angela Marsons",320,Gutenberg,"Crime / Ficção / Literatura Estrangeira / Suspense e Mistério " 
 5796,"Como se livrar de um escândalo","Tessa Dare",224,Gutenberg," Charlotte arriscará tudo para provar sua inocência nesse caso escandaloso ou irá se entregar a um homem que jurou nunca amar?Ficção / Literatura Estrangeira / Romance " 
 5797,"Fazendo meu filme 10 anos","Paula Pimenta",96,Gutenberg,"Ficção / Infantojuvenil / Literatura Brasileira " 
 5798,"Allegro em Hip-Hop","Babi Dewet",336,Gutenberg,"Ficção / Literatura Estrangeira / Romance " 
 5799,"Amor nas Highlands","Suzanne Enoch",256,Gutenberg,"Ficção / Literatura Estrangeira / Romance " 
 5800,"Leonardo da Vinci e os sete crimes de Roma","Guillaume Prévost",256,Gutenberg,"Ficção / Literatura Estrangeira / Romance / Suspense e Mistério " 
 5801,"Uma chance para o amor","Tessa Dare",112,Editora," E desta vez ele finalmente parece notar a sua existênciaFicção / Literatura Estrangeira / Romance " 
 5802,"As novas regras do trabalho","Richard Templar",280,Gutenberg,"Não-ficção / Negócios e Empreendedorismo " 
 5803,"As novas regras do amor","Richard Templar",264,Gutenberg," Você sabe?Autoajuda / Literatura Estrangeira / Não-ficção " 
 5804,"Minha Metade Silenciosa","Andrew Smith",304,Gutenberg,"Ficção / Romance " 
 5805,Revivente,"Ken Grimwood",320,Gutenberg,"Ficção / Literatura Estrangeira / Romance " 
 5806,"Então; Conheci Minha Irmã","Christine Hurley Deriso",240,Gutenberg,"Literatura Estrangeira " 
 5807,"Os Escolhidos de Gaia","Marcela Mariz",208,Gutenberg," " 
 5808,"Diário de Classe: A Verdade","Isadora Faber",272,Gutenberg," " 
 5809,Marcados,"Caragh M. OBrien",368,Gutenberg,"  " 
 5810,"A Profecia de Samsara","Leticia Vilela",256,Gutenberg," " 
 5811,"Manual de Instruções do Bebê ","Henk Hanssen	",240,Gutenberg," Por isso, com este manual útil e divertido, escrito em uma linguagem que os homens entendem e gostam, você poderá encarar a função de ser pai como um novo trabalho, e ainda por cima desenvolverá qualidades que serão também muito úteis na sua profissão: Administração financeira: quanto custa criar um filho? Gestão de crise: como trocar fraldas? Redução de estresse: o que dar de comer à criança? Gerenciamento de tempo: como equilibrar trabalho e paternidade? Inteligência emocional: como entender o significado do choro do bebê? Trabalho em equipe: como dividir tarefas com a mãe? Motivação e liderança: o que fazer para ter um filho feliz? " 
 5812,"De Volta aos Sonhos","Bruna Vieira",205,Gutenberg," " 
 5813,"Exorcismos; Amores e Uma Dose de Blues ","Eric Novello",336,Gutenberg,"Ficção " 
 5814,"O Misterioso Lar Cavendish","Claire Legrand",264,Gutenberg," " 
 5815,"Minha Vida Fora de Série","Paula Pimenta",424,Gutenberg,"Infantojuvenil / Literatura Brasileira / Romance " 
 5816,"Red Luna - A Biblioteca do Czar",Morato,200,Gutenberg," " 
 5817," Faça Seu Pedido","Amanda Grace",296,Gutenberg," Porque, quando fez quinze anos, Kayla desejou ganhar um beijo de Ben Mackenzie E Ben, agora, é nada menos que o namorado de sua melhor amiga! " 
 5818,"Escrever Para Crianças","Silvia Adela Kohan",86,Gutenberg,"Didáticos / Técnico / Educação " 
 5819,"Joe Golem e a Cidade Submersa ","Mike Mignola",272,Gutenberg," " 
 5820,"BRASIL BEER","Henrique Oliveira",304,Gutenberg," " 
 5821,"Os Arquivos Secretos do Vaticano","Sérgio Pereira Couto",198,Gutenberg," " 
 5822,"Quebrada em Grande Estilo","Jen Lancaster",331,Gutenberg," " 
 5823,"Vamos Fazer de Conta Que Isso Nunca Aconteceu...","Jenny Lawson ",288,Gutenberg,"Biografia, Autobiografia, Memórias / Humor, Comédia " 
 5824,"Ideias Geniais Na Matemática","Surendra Verma",176,Gutenberg,"  " 
 5825,"Amigas (im)perfeitas","Leila Rego",392,Gutenberg,"Chick-lit / Infantojuvenil " 
 5826,"A Ilha dos Dissidentes","Bárbara Morais",304,Gutenberg,"Jovem adulto / Literatura Brasileira " 
 5827,"De Volta aos Quinze","Bruna Vieira",224,Gutenberg,"Romance / Infantojuvenil / Literatura Brasileira " 
 5828,"Máximas do Dirceu","Dirceu Ferreira",128,Gutenberg," " 
 5829,"O Clã dos Dragões","Ilkka Auer",336,Gutenberg,"Ficção / Fantasia / Literatura Estrangeira / Jovem adulto " 
 5830,"A Segunda Vez Que Te Amei","Leila Rego",272,Gutenberg," Inclusive com final feliz! " 
 5831,"Prenda-me; por favor","Catharina Ingelman-Sundberg",336,Gutenberg," Atrás das grades " 
 5832,"Sete Minutos no Paraíso","Rafaella Vieira",184,Gutenberg,"br/Sete-Minutos-C%C3%A9u-Para%C3%ADso-vers%C3%A3o-ebook/dp/B0838SM4FJFicção / Humor, Comédia / Jovem adulto / Literatura Brasileira / Romance " 
 5833,"Como criar em Arquitetura "," Design Museum",112,Gutenberg,"com/pluricom " 
 5834," Como criar em Tipografia "," Design Museum",112,Gutenberg," " 
 5835," Como Criar Uma Cadeira ","Design Museum",112,Gutenberg," " 
 5836,"Ouro; Fogo & Megabytes","Felipe Castilho",288,Gutenberg,"Infantojuvenil " 
 5837,"Fani em Busca do Final Feliz","Paula Pimenta",608,Gutenberg,"Ficção / Infantojuvenil / Literatura Brasileira / Romance " 
 5838,"Santos 100 anos; 100 jogos; 100 ídolos","Celso Unzelte",192,Gutenberg," " 
 5839,"Golpes Bilionários","Kari Nars",216,Gutenberg," " 
 5840,"Agente Amélia "," Michael Broad",144,Gutenberg,"com/pluricom  " 
